842,Paracho,Paracho de Verduzco,14
843,Cherán,,14
844,Nahuatzen,,14
845,Tingambato,,14
846,Los Reyes,Los Reyes de Salgado,14
847,Peribán,,14
848,Tancítaro,,14
849,Nuevo Parangaricutiro,,14
850,Buenavista,,14
851,Tepalcatepec,,14
852,Aguililla,,14
853,Apatzingán,Apatzingán de la Constitución,14
854,Parácuaro,,14
855,Coahuayana,,14
856,Chinicuila,,14
857,Coalcomán de Vázquez Pallares,,14
858,Aquila,,14
859,Tumbiscatío,,14
860,Arteaga,,14
861,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,14
862,Epitacio Huerta,,14
863,Contepec,,14
864,Tlalpujahua,,14
865,Hidalgo,Ciudad Hidalgo,14
866,Maravatío,Maravatío de Ocampo,14
867,Irimbo,,14
868,Senguio,,14
869,Charo,,14
870,Tzitzio,,14
871,Tiquicheo de Nicolás Romero,,14
872,Aporo,,14
873,Angangueo,,14
874,Tuxpan,Tuxpan,14
875,Ocampo,,14
876,Jungapeo,,14
877,Zitácuaro,Heróica Zitácuaro,14
878,Tuzantla,,14
879,Juárez,,14
880,Susupuato,,14
881,Pátzcuaro,Pátzcuaro,14
882,Erongarícuaro,,14
883,Huiramba,,14
884,Tacámbaro,Tacámbaro de Codallos,14
885,Turicato,,14
886,Ziracuaretiro,,14
887,Taretan,,14
888,Gabriel Zamora,,14
889,Nuevo Urecho,,14
890,Múgica,Nueva Italia de Ruiz,14
891,Salvador Escalante,,14
892,Ario,,14
893,La Huacana,,14
894,Churumuco,,14
895,Nocupétaro,,14
896,Carácuaro,,14
